,P,Exp P,Log P,Log Exp P
8846,0.0917621658177679,0.1303,1.037,0.885
3019,0.0921655195705992,0.1304,1.035,0.885
1066,0.0921777108295952,0.1305,1.035,0.884
6298,0.0923828775289804,0.1307,1.034,0.884
4582,0.0923970579051604,0.1308,1.034,0.883
7568,0.0925806078562074,0.1309,1.033,0.883
9410,0.0928223636859418,0.131,1.032,0.883
1269,0.0928921111943993,0.1311,1.032,0.882
3587,0.0929779069616992,0.1314,1.032,0.881
5038,0.093012614238711,0.1316,1.031,0.881
6423,0.0931070685449054,0.1317,1.031,0.88
7128,0.0932529858672229,0.1319,1.03,0.88
4668,0.0934434602023813,0.132,1.029,0.879
3000,0.0935814180491523,0.1323,1.029,0.878
4457,0.0937722640795389,0.1324,1.028,0.878
5046,0.09393581191381,0.1326,1.027,0.877
6204,0.0940193644324165,0.1329,1.027,0.876
8684,0.0940847259958492,0.133,1.026,0.876
7509,0.0942125066600519,0.1332,1.026,0.875
8211,0.09448117524752,0.1334,1.025,0.875
6170,0.0947807611004596,0.1335,1.023,0.875
862,0.0947842030553419,0.1336,1.023,0.874
5902,0.0949813587664742,0.1337,1.022,0.874
5243,0.0954583951745394,0.1339,1.02,0.873
1012,0.0956132854063477,0.134,1.019,0.873
5022,0.0956289483260054,0.1342,1.019,0.872
7647,0.0958935856861365,0.1345,1.018,0.871
7524,0.0960732381541128,0.1347,1.017,0.871
335,0.096345619076006,0.1348,1.016,0.87
8156,0.0964223826584175,0.1351,1.016,0.869
3526,0.0965122052637801,0.1354,1.015,0.868
528,0.0967827657197678,0.1357,1.014,0.867
7227,0.0970163682568073,0.1359,1.013,0.867
6055,0.0971495708342697,0.136,1.013,0.866
2652,0.0974189809438273,0.1361,1.011,0.866
4600,0.0974759743454763,0.1364,1.011,0.865
9862,0.0977024737148672,0.1366,1.01,0.865
9121,0.0977384821204245,0.1367,1.01,0.864
1304,0.0980486469209045,0.1369,1.009,0.864
7517,0.098076401599951,0.137,1.008,0.863
1442,0.0983773954929847,0.1372,1.007,0.863
6446,0.0985505743213296,0.1373,1.006,0.862
1481,0.0986526843894148,0.1376,1.006,0.861
8664,0.099015071568578,0.1377,1.004,0.861
2338,0.0991132216601038,0.1379,1.004,0.86
4422,0.0992449145179927,0.1381,1.003,0.86
7942,0.0992558637266026,0.1382,1.003,0.859
8116,0.0996044951144201,0.1383,1.002,0.859
314,0.0996846672771442,0.1384,1.001,0.859
2557,0.0997627635897853,0.1386,1.001,0.858
9583,0.099935633217753,0.1387,1.0,0.858
3847,0.1001717013914539,0.1388,0.999,0.858
172,0.100394125662278,0.1389,0.998,0.857
9517,0.1006052004203975,0.1392,0.997,0.856
2237,0.1008324692411208,0.1395,0.996,0.855
447,0.1011643197073859,0.1398,0.995,0.854
9558,0.1013777080659753,0.14,0.994,0.854
2592,0.1016663754472933,0.1402,0.993,0.853
6868,0.1017492429149227,0.1405,0.992,0.852
6977,0.1020153532901825,0.1407,0.991,0.852
3437,0.10212822179335,0.1408,0.991,0.851
5918,0.1024807612165151,0.141,0.989,0.851
5930,0.1027171241130015,0.1411,0.988,0.85
5936,0.1031927440410262,0.1412,0.986,0.85
5958,0.103361723191041,0.1415,0.986,0.849
8753,0.1034776924457385,0.1416,0.985,0.849
7965,0.103667387160356,0.1418,0.984,0.848
6996,0.1038960147973862,0.142,0.983,0.848
3411,0.1038985071314918,0.1421,0.983,0.847
5921,0.1044339904574715,0.1423,0.981,0.847
2372,0.1045497932626041,0.1424,0.981,0.846
9130,0.1047976386073578,0.1425,0.98,0.846
6062,0.1049884609475565,0.1426,0.979,0.846
7572,0.105125345925052,0.1427,0.978,0.846
5455,0.1053197021736778,0.1428,0.977,0.845
6171,0.1054409472822815,0.1431,0.977,0.844
7237,0.1055772587666309,0.1433,0.976,0.844
9012,0.105689891334236,0.1434,0.976,0.843
2013,0.1057746623294954,0.1438,0.976,0.842
8692,0.1059015093856641,0.1439,0.975,0.842
5966,0.1061718806694651,0.1441,0.974,0.841
6950,0.1062928455476385,0.1444,0.973,0.84
7970,0.1066954097096344,0.1447,0.972,0.84
3842,0.1069226852614317,0.1448,0.971,0.839
4895,0.1069841671486963,0.1451,0.971,0.838
618,0.1072173412307946,0.1452,0.97,0.838
6045,0.107362656879168,0.1454,0.969,0.837
2284,0.1075182144419357,0.1458,0.969,0.836
3021,0.1076343643216523,0.1459,0.968,0.836
529,0.1078303996811154,0.146,0.967,0.836
8201,0.1079920408841201,0.1461,0.967,0.835
6177,0.1081194227298056,0.1463,0.966,0.835
4936,0.1085014297938038,0.1464,0.965,0.834
7187,0.1088742276759171,0.1465,0.963,0.834
5490,0.1096450106577594,0.1467,0.96,0.834
792,0.1096669858255577,0.1468,0.96,0.833
573,0.1098204690992249,0.1469,0.959,0.833
9309,0.1099272148185342,0.1471,0.959,0.832
6932,0.1101015888927813,0.1473,0.958,0.832
2086,0.1105655926191856,0.1475,0.956,0.831
84,0.110612418379338,0.1478,0.956,0.83
8921,0.1108807883530747,0.1481,0.955,0.829
2156,0.111254146290884,0.1482,0.954,0.829
4366,0.1114508307714271,0.1483,0.953,0.829
8003,0.1115987940410508,0.1485,0.952,0.828
7055,0.1119614334841055,0.1488,0.951,0.827
2634,0.1121518872080706,0.1492,0.95,0.826
7544,0.1124222142577933,0.1494,0.949,0.826
3543,0.1128730155182252,0.1495,0.947,0.825
731,0.1132244256288964,0.1496,0.946,0.825
9186,0.11342994020612,0.1498,0.945,0.824
4796,0.1137131801844485,0.1501,0.944,0.824
500,0.1139060205473657,0.1502,0.943,0.823
6654,0.1143408412691203,0.1505,0.942,0.822
7591,0.1145917388073464,0.1506,0.941,0.822
8220,0.11469762869786,0.1509,0.94,0.821
3280,0.1154668148925304,0.1512,0.938,0.82
9028,0.1154977248943966,0.1513,0.937,0.82
271,0.1155392855355203,0.1516,0.937,0.819
3801,0.115786941455155,0.1519,0.936,0.818
3091,0.1158829201595598,0.1523,0.936,0.817
5349,0.1162175279968905,0.1524,0.935,0.817
7319,0.1164296749209208,0.1525,0.934,0.817
1673,0.1164370685211507,0.1526,0.934,0.816
5615,0.1167930412839088,0.1528,0.933,0.816
41,0.116836122655358,0.1529,0.932,0.816
5526,0.1170996551758967,0.153,0.931,0.815
9806,0.1174417145632596,0.1533,0.93,0.814
5064,0.1176674031464987,0.1534,0.929,0.814
3308,0.1180275808926462,0.1537,0.928,0.813
9237,0.1183344730853248,0.1539,0.927,0.813
486,0.1184596515416879,0.154,0.926,0.812
3357,0.1187568987558453,0.1541,0.925,0.812
7599,0.1191906707490529,0.1543,0.924,0.812
7399,0.1192384876904061,0.1544,0.924,0.811
8400,0.1193020191297918,0.1545,0.923,0.811
5575,0.1195830963733964,0.1546,0.922,0.811
5767,0.1197838122291539,0.1548,0.922,0.81
6224,0.119867845721525,0.155,0.921,0.81
2916,0.1199074205592544,0.1551,0.921,0.809
4596,0.1202182625440928,0.1554,0.92,0.809
5207,0.1202291165409686,0.1555,0.92,0.808
1432,0.1204792331472464,0.1557,0.919,0.808
2759,0.1206427858311831,0.1558,0.918,0.807
9293,0.1211074699356769,0.1561,0.917,0.807
9972,0.1216363829855229,0.1562,0.915,0.806
8526,0.1219579982577723,0.1565,0.914,0.805
1907,0.1224996919497457,0.1566,0.912,0.805
8766,0.1225670076611631,0.1569,0.912,0.804
7977,0.1226210313035748,0.157,0.911,0.804
6539,0.1228409488198121,0.1573,0.911,0.803
5937,0.122886423408343,0.1575,0.91,0.803
5213,0.1230449111060758,0.1576,0.91,0.802
8634,0.1232064215195119,0.1579,0.909,0.802
860,0.1232206871785593,0.158,0.909,0.801
9352,0.1235470633304544,0.1583,0.908,0.801
7447,0.1236145192839257,0.1584,0.908,0.8
8151,0.1237403736885963,0.1585,0.907,0.8
4900,0.1238253656750528,0.1587,0.907,0.799
7871,0.1241871360202369,0.1589,0.906,0.799
9884,0.1242384099142094,0.1591,0.906,0.798
3567,0.1244150584478516,0.1594,0.905,0.798
6060,0.1245246825770606,0.1595,0.905,0.797
5929,0.1246439066539469,0.1596,0.904,0.797
1377,0.1248785845568067,0.1598,0.904,0.796
8650,0.124954427699205,0.1599,0.903,0.796
7521,0.1250240384774643,0.1602,0.903,0.795
7352,0.1252869577826852,0.1606,0.902,0.794
8377,0.1255369278391865,0.1607,0.901,0.794
3863,0.1256659207658529,0.1609,0.901,0.793
1590,0.1257508559513453,0.1612,0.9,0.793
5148,0.1258744106351533,0.1613,0.9,0.792
4135,0.1261092980230302,0.1616,0.899,0.792
0,0.1261728256148789,0.1617,0.899,0.791
2835,0.1264741998838691,0.162,0.898,0.79
7269,0.1267525276989789,0.1621,0.897,0.79
5645,0.1270618460758852,0.1624,0.896,0.789
7892,0.1272253118267295,0.1625,0.895,0.789
155,0.1274310769622271,0.1628,0.895,0.788
8714,0.1276473954435881,0.163,0.894,0.788
1345,0.1281590724272722,0.1632,0.892,0.787
192,0.128279835050849,0.1635,0.892,0.786
6153,0.1284501648241337,0.1637,0.891,0.786
7379,0.1287289924583424,0.1639,0.89,0.785
2277,0.1289885292031684,0.1642,0.889,0.785
7990,0.1291297470831039,0.1643,0.889,0.784
9151,0.1293261517595324,0.1646,0.888,0.784
5543,0.1295303197253673,0.1647,0.888,0.783
4046,0.129687145746683,0.1648,0.887,0.783
5664,0.1298847921422293,0.1651,0.886,0.782
2448,0.1302664489449837,0.1653,0.885,0.782
69,0.130367472116656,0.1654,0.885,0.781
627,0.1305854990059412,0.1656,0.884,0.781
7283,0.130952247719941,0.1657,0.883,0.781
8963,0.1309553305221782,0.1658,0.883,0.78
4908,0.1311965319295511,0.166,0.882,0.78
2409,0.1312863084169326,0.1662,0.882,0.779
9190,0.1313915056908186,0.1665,0.881,0.779
4784,0.1314191272716658,0.1666,0.881,0.778
859,0.1316409051158301,0.167,0.881,0.777
941,0.1317046420344692,0.1671,0.88,0.777
9071,0.1317257790132681,0.1674,0.88,0.776
9265,0.1317833658097568,0.1677,0.88,0.775
7024,0.1322403810966288,0.168,0.879,0.775
7495,0.1323338290533047,0.1681,0.878,0.774
3323,0.1327309322289608,0.1684,0.877,0.774
8965,0.132818425627253,0.1685,0.877,0.773
2717,0.132922302324478,0.1687,0.876,0.773
243,0.1332817581790993,0.1689,0.875,0.772
8425,0.1335925292799014,0.1691,0.874,0.772
9500,0.133952715309352,0.1692,0.873,0.772
5567,0.1339702988203814,0.1693,0.873,0.771
8827,0.1343715834692922,0.1697,0.872,0.77
6411,0.1346274992070754,0.1698,0.871,0.77
213,0.1347915732043308,0.17,0.87,0.77
5668,0.1348124004328099,0.1701,0.87,0.769
6807,0.1350529777733249,0.1704,0.869,0.769
7623,0.1351757878858737,0.1705,0.869,0.768
9529,0.1353402840253799,0.1709,0.869,0.767
348,0.1354095486832888,0.171,0.868,0.767
7588,0.1355157875707238,0.1712,0.868,0.766
6527,0.1357194723260749,0.1716,0.867,0.765
9973,0.135842974799475,0.172,0.867,0.764
7905,0.136094025235355,0.1722,0.866,0.764
5590,0.1362829472084312,0.1724,0.866,0.763
3608,0.1363224425978842,0.1725,0.865,0.763
6225,0.1365217847696248,0.1728,0.865,0.762
7875,0.1367112521325204,0.1729,0.864,0.762
8444,0.1369785401672435,0.1731,0.863,0.762
5763,0.1371042576105197,0.1732,0.863,0.761
46,0.1373115548088604,0.1735,0.862,0.761
32,0.1373551477750499,0.1736,0.862,0.76
2258,0.1375423655701501,0.174,0.862,0.759
501,0.1376509182949306,0.1741,0.861,0.759
4846,0.1382718059660656,0.1743,0.859,0.759
1052,0.1382737848063175,0.1744,0.859,0.758
3799,0.1385980560883603,0.1745,0.858,0.758
2047,0.1389058244802969,0.1748,0.857,0.757
5704,0.139160633097116,0.1752,0.856,0.756
7660,0.1395867927141136,0.1754,0.855,0.756
7111,0.1397134760303648,0.1756,0.855,0.755
4727,0.1398208159281158,0.1759,0.854,0.755
6935,0.1398210605578569,0.176,0.854,0.754
6811,0.1401540116634377,0.1763,0.853,0.754
7691,0.140348349340946,0.1765,0.853,0.753
2048,0.1405201415955271,0.1768,0.852,0.753
7664,0.1405412132478627,0.1769,0.852,0.752
5521,0.1406927935394722,0.1773,0.852,0.751
4389,0.1408846402171349,0.1777,0.851,0.75
6138,0.1411113079389566,0.178,0.85,0.75
3710,0.1411566303927477,0.1781,0.85,0.749
9771,0.1414638724413726,0.1784,0.849,0.749
9072,0.1414947191681444,0.1785,0.849,0.748
9468,0.1415876000239638,0.1789,0.849,0.747
1294,0.1421103239853734,0.1791,0.847,0.747
553,0.1422122730137782,0.1793,0.847,0.746
4037,0.1424066634174768,0.1795,0.846,0.746
5729,0.1424812055983146,0.1797,0.846,0.745
9593,0.1428529885123028,0.18,0.845,0.745
797,0.1429654771439849,0.1801,0.845,0.744
2788,0.1431633681087859,0.1802,0.844,0.744
1861,0.1434506626607872,0.1805,0.843,0.744
6660,0.1434691618292461,0.1806,0.843,0.743
1466,0.143721208257192,0.181,0.842,0.742
8883,0.1440447347299918,0.1814,0.842,0.741
3701,0.1440969653388837,0.1815,0.841,0.741
6963,0.1442158804040333,0.1818,0.841,0.74
2474,0.1445286377238849,0.182,0.84,0.74
5743,0.1445521919695201,0.1822,0.84,0.739
3401,0.1447793228913194,0.1823,0.839,0.739
6827,0.1449350082948962,0.1826,0.839,0.738
5750,0.1450016174328952,0.1831,0.839,0.737
1448,0.1451707928127059,0.1832,0.838,0.737
6147,0.1455096810251943,0.1834,0.837,0.737
4049,0.1455278140223883,0.1835,0.837,0.736
2212,0.1459028531165458,0.1838,0.836,0.736
3912,0.1459073509306573,0.1839,0.836,0.735
3786,0.1460688334935513,0.1842,0.835,0.735
4599,0.1462091494300265,0.1843,0.835,0.734
7601,0.1465905956608179,0.1845,0.834,0.734
4013,0.1467246307520766,0.1846,0.833,0.734
2189,0.147006608895484,0.1848,0.833,0.733
5217,0.1472310127501439,0.185,0.832,0.733
9769,0.147239927826095,0.1852,0.832,0.732
2133,0.1474982964904752,0.1855,0.831,0.732
3107,0.1475079247662834,0.1856,0.831,0.731
769,0.147817332569091,0.186,0.83,0.73
6520,0.1481196936558449,0.1862,0.829,0.73
306,0.1484777265445919,0.1864,0.828,0.73
7995,0.1486055782010157,0.1865,0.828,0.729
4062,0.1488852673402366,0.1867,0.827,0.729
4281,0.1490415851066325,0.1869,0.827,0.728
3522,0.1494258048302932,0.1872,0.826,0.728
5427,0.1494848156791783,0.1873,0.825,0.727
4073,0.1498712886436281,0.1877,0.824,0.727
2644,0.1498836585377122,0.1878,0.824,0.726
642,0.1502524001573484,0.1881,0.823,0.726
75,0.150313561342795,0.1882,0.823,0.725
3571,0.1504912742132485,0.1885,0.822,0.725
3569,0.1504988319619456,0.1886,0.822,0.724
1573,0.1509725223528511,0.189,0.821,0.724
5913,0.1510720450725576,0.1891,0.821,0.723
8635,0.1512289905253026,0.1892,0.82,0.723
6450,0.1517549463443959,0.1893,0.819,0.723
8765,0.1518440211898145,0.1895,0.819,0.722
4243,0.1519056921591152,0.1897,0.818,0.722
8926,0.152065852592765,0.1899,0.818,0.721
2218,0.1522716109867139,0.19,0.817,0.721
4434,0.1524028259697391,0.1904,0.817,0.72
780,0.152576081025934,0.1908,0.817,0.719
8518,0.1529575437417714,0.1909,0.815,0.719
3824,0.1531287020597595,0.1913,0.815,0.718
5702,0.1536752953270509,0.1915,0.813,0.718
4384,0.1537692600943258,0.1917,0.813,0.717
4154,0.1539962069105093,0.1921,0.812,0.716
5171,0.1541917837525065,0.1926,0.812,0.715
5685,0.1543617482901365,0.1927,0.811,0.715
9208,0.1549439842900178,0.1929,0.81,0.715
7687,0.1550066987797948,0.193,0.81,0.714
7201,0.1551141043429995,0.1931,0.809,0.714
9535,0.155267316761036,0.1935,0.809,0.713
4147,0.1555308573898754,0.1939,0.808,0.712
1326,0.1558068241359988,0.1944,0.807,0.711
2948,0.1561827501810039,0.1945,0.806,0.711
5388,0.1563666509804614,0.1948,0.806,0.71
8880,0.1565556409386877,0.1952,0.805,0.71
464,0.1566214708195205,0.1953,0.805,0.709
8750,0.1567334835357856,0.1957,0.805,0.708
1726,0.1569536407073669,0.1958,0.804,0.708
3079,0.157185679522993,0.1962,0.804,0.707
8575,0.1575397291445533,0.1963,0.803,0.707
6701,0.1575879570482435,0.1964,0.802,0.707
3834,0.1579284034998459,0.1966,0.802,0.706
6659,0.1579968654928343,0.1967,0.801,0.706
3984,0.1583499920766271,0.1969,0.8,0.706
5727,0.1585919614372,0.1971,0.8,0.705
8040,0.1587001402784053,0.1973,0.799,0.705
7414,0.1587938253528501,0.1975,0.799,0.704
9021,0.159090861684431,0.1979,0.798,0.704
6432,0.1591926555341361,0.198,0.798,0.703
2974,0.1594299140775666,0.1983,0.797,0.703
1776,0.1595256525374135,0.1984,0.797,0.702
8869,0.1598560066575604,0.1987,0.796,0.702
2257,0.1600463299241907,0.1989,0.796,0.701
920,0.1602239844735915,0.199,0.795,0.701
4143,0.1604473236321342,0.1993,0.795,0.7
4573,0.1605166219664462,0.1994,0.794,0.7
5516,0.1609290405263694,0.1996,0.793,0.7
3973,0.161085163709841,0.1998,0.793,0.699
125,0.1613269565591847,0.2002,0.792,0.699
3885,0.1613358091661641,0.2003,0.792,0.698
5395,0.1617292407515369,0.2006,0.791,0.698
4201,0.1617969012505547,0.2007,0.791,0.697
1022,0.1620715860927239,0.2012,0.79,0.696
9788,0.1624242677173289,0.2017,0.789,0.695
5162,0.1627697606296409,0.2019,0.788,0.695
927,0.1628841359372433,0.2021,0.788,0.694
5897,0.1630602362906604,0.2026,0.788,0.693
9024,0.1632132994212408,0.2027,0.787,0.693
5658,0.1635708015250787,0.2028,0.786,0.693
6789,0.1638458056977056,0.2031,0.786,0.692
5417,0.1638934801714159,0.2033,0.785,0.692
3378,0.1639708097969774,0.2035,0.785,0.691
2438,0.1641666403415765,0.204,0.785,0.69
8954,0.1642739297097833,0.2044,0.784,0.69
9376,0.1642933223134843,0.2045,0.784,0.689
6609,0.1646328371785019,0.2048,0.783,0.689
3002,0.1647102500613647,0.2049,0.783,0.688
8835,0.1650614384021497,0.205,0.782,0.688
6265,0.1656215480229719,0.2054,0.781,0.687
6238,0.1662218711015669,0.2057,0.779,0.687
6763,0.1663786838296412,0.2059,0.779,0.686
6734,0.1666547235323944,0.206,0.778,0.686
6720,0.1669269062686131,0.2064,0.777,0.685
2641,0.1672002875833975,0.2068,0.777,0.684
5546,0.1672821848574159,0.2073,0.777,0.683
961,0.1673055833128939,0.2074,0.776,0.683
8905,0.1677587521608452,0.2077,0.775,0.683
9831,0.1677984362271602,0.2078,0.775,0.682
7225,0.1681322937620731,0.2081,0.774,0.682
7444,0.1683559045534927,0.2083,0.774,0.681
6073,0.1684240895385005,0.2087,0.774,0.68
3659,0.1685099815829325,0.2088,0.773,0.68
6053,0.1688585694479054,0.2089,0.772,0.68
1762,0.1692066591557287,0.2092,0.772,0.679
1928,0.1693616429827507,0.2094,0.771,0.679
8068,0.1699129670764255,0.2097,0.77,0.678
2475,0.1700894746045024,0.2099,0.769,0.678
346,0.1704411992399944,0.2101,0.768,0.678
9588,0.1705137368503411,0.2102,0.768,0.677
352,0.1708346476036883,0.2104,0.767,0.677
5536,0.1710649783063591,0.2107,0.767,0.676
3542,0.1713897576419807,0.2109,0.766,0.676
2018,0.1717240808523802,0.2112,0.765,0.675
2205,0.1719339212490497,0.2116,0.765,0.674
6942,0.1720471823898114,0.2117,0.764,0.674
4911,0.172500278046558,0.2121,0.763,0.673
1378,0.1730383059646682,0.2124,0.762,0.673
9596,0.1732506255900986,0.2125,0.761,0.673
2514,0.1732592924166014,0.2126,0.761,0.672
6847,0.1736454744576019,0.213,0.76,0.672
5975,0.1736540137591654,0.2131,0.76,0.671
6957,0.1740463551068577,0.2135,0.759,0.671
736,0.1744806832300642,0.2136,0.758,0.67
2669,0.1748447305462328,0.214,0.757,0.67
381,0.1750617772674355,0.2141,0.757,0.669
5514,0.175214360404304,0.2142,0.756,0.669
4364,0.1758622215744523,0.2146,0.755,0.668
5173,0.1760419891664055,0.2148,0.754,0.668
9010,0.1761910310477659,0.2151,0.754,0.667
7325,0.1764592528413431,0.2153,0.753,0.667
9883,0.1767852693131373,0.2156,0.753,0.666
233,0.1769106187723102,0.2157,0.752,0.666
6844,0.1774240493327633,0.216,0.751,0.666
2187,0.1774953509592104,0.2161,0.751,0.665
9808,0.1778766135660381,0.2164,0.75,0.665
4014,0.1779219498485187,0.2166,0.75,0.664
7178,0.1781396525669885,0.2168,0.749,0.664
8406,0.1784223367785633,0.2171,0.749,0.663
2914,0.1785909431007823,0.2172,0.748,0.663
292,0.1788195924698855,0.2176,0.748,0.662
9226,0.1789223082907174,0.2177,0.747,0.662
1322,0.1791807190807569,0.2181,0.747,0.661
5267,0.1793247380970675,0.2182,0.746,0.661
3435,0.1794744746044355,0.2186,0.746,0.66
4035,0.1797146335708469,0.2189,0.745,0.66
8613,0.1799851327474734,0.2191,0.745,0.659
2603,0.1801574508936116,0.2195,0.744,0.659
5665,0.1801742711807812,0.2196,0.744,0.658
484,0.1805219947080504,0.22,0.743,0.658
4173,0.180532713266507,0.2201,0.743,0.657
3469,0.1809024020704916,0.2206,0.743,0.656
6415,0.1810736940394462,0.2207,0.742,0.656
3326,0.1811836736759084,0.2211,0.742,0.655
4110,0.1814077379842039,0.2213,0.741,0.655
7025,0.1817660200765171,0.2215,0.74,0.655
2418,0.182050154220887,0.2216,0.74,0.654
3225,0.1822442306596813,0.2218,0.739,0.654
6548,0.1826907327755751,0.222,0.738,0.654
6584,0.1828805869344046,0.2221,0.738,0.653
5864,0.1831940813087354,0.2224,0.737,0.653
8371,0.1833075249285755,0.2226,0.737,0.652
9738,0.1836416469759646,0.2229,0.736,0.652
5074,0.1837434644913607,0.2232,0.736,0.651
6666,0.1838914679824692,0.2233,0.735,0.651
7505,0.1840449672140087,0.2237,0.735,0.65
7018,0.1843539284718383,0.2241,0.734,0.65
9704,0.1843824627892315,0.2242,0.734,0.649
6519,0.1847979667611181,0.2245,0.733,0.649
2610,0.1850270384713786,0.2247,0.733,0.648
1829,0.185484906898505,0.225,0.732,0.648
3030,0.1856008278156551,0.2252,0.731,0.647
6575,0.1860845203443243,0.2256,0.73,0.647
5983,0.186356870808399,0.2257,0.73,0.646
3494,0.1866452396060793,0.2258,0.729,0.646
6458,0.1868609580238315,0.2261,0.728,0.646
8663,0.186879491801124,0.2263,0.728,0.645
1528,0.1873721582454846,0.2268,0.727,0.644
2723,0.1879316074982532,0.2271,0.726,0.644
804,0.1880845572229295,0.2273,0.726,0.643
8135,0.188536949198244,0.2274,0.725,0.643
735,0.1886921233200535,0.2277,0.724,0.643
6652,0.1887215471504861,0.2278,0.724,0.642
3165,0.1888850607845481,0.2283,0.724,0.641
249,0.1890511624727242,0.2287,0.723,0.641
8170,0.1891973056103171,0.2289,0.723,0.64
8252,0.1894576987996445,0.2292,0.722,0.64
9089,0.1896170218071747,0.2294,0.722,0.639
108,0.1900768815687712,0.2296,0.721,0.639
8019,0.1905538060670279,0.2299,0.72,0.638
7497,0.1910179310083068,0.2304,0.719,0.638
8390,0.191433791542099,0.2305,0.718,0.637
3642,0.1917369517542682,0.2307,0.717,0.637
9833,0.1919316034590341,0.231,0.717,0.636
7392,0.1920948407954866,0.2315,0.716,0.635
3560,0.192533739364962,0.2318,0.715,0.635
8744,0.1927480499799046,0.2321,0.715,0.634
9470,0.1931472778748593,0.2325,0.714,0.634
8615,0.1931944778137706,0.2326,0.714,0.633
9349,0.1934872582800097,0.233,0.713,0.633
5753,0.1935443433141254,0.2331,0.713,0.632
4137,0.1939356442951563,0.2336,0.712,0.632
4298,0.1939942033719585,0.2337,0.712,0.631
6057,0.1944941705574041,0.2341,0.711,0.631
6401,0.1945902727042836,0.2342,0.711,0.63
6845,0.1948493782884101,0.2344,0.71,0.63
9090,0.1951753029992828,0.2347,0.71,0.629
4572,0.1952278662091686,0.2348,0.709,0.629
6567,0.1956662249602743,0.2353,0.708,0.628
1640,0.1960011630716416,0.2358,0.708,0.627
227,0.1962193691657829,0.2362,0.707,0.627
5551,0.1964333798954889,0.2364,0.707,0.626
4406,0.1966497707618252,0.2366,0.706,0.626
8563,0.19712501381977,0.2368,0.705,0.626
994,0.1971516750584438,0.2369,0.705,0.625
6907,0.1974813600054974,0.2375,0.704,0.624
3580,0.1977653993665613,0.238,0.704,0.623
2601,0.1979355162782304,0.2383,0.703,0.623
7893,0.1982428280724296,0.2386,0.703,0.622
8752,0.198972804609297,0.2389,0.701,0.622
2140,0.1990153742191814,0.2391,0.701,0.621
1662,0.1993193270733468,0.2395,0.7,0.621
7595,0.1995624273320668,0.2397,0.7,0.62
9467,0.1997957777766197,0.24,0.699,0.62
7530,0.1998908021535922,0.2402,0.699,0.619
5185,0.2001529524426453,0.2408,0.699,0.618
3134,0.2002299440503965,0.241,0.698,0.618
14,0.2005176871141142,0.2413,0.698,0.617
267,0.2011577225019869,0.2415,0.696,0.617
2662,0.2013600003324572,0.2419,0.696,0.616
5357,0.20161236309477,0.2421,0.695,0.616
4790,0.2018947554087741,0.2424,0.695,0.615
8327,0.2021737623038373,0.2425,0.694,0.615
7652,0.2025799143817756,0.2428,0.693,0.615
9542,0.2028219090883871,0.243,0.693,0.614
5928,0.2030187911702491,0.2433,0.692,0.614
9569,0.2035418414251177,0.2436,0.691,0.613
623,0.203966330289337,0.2438,0.69,0.613
1702,0.2042911411268448,0.2441,0.69,0.612
8410,0.2044994385742439,0.2443,0.689,0.612
8969,0.2047215604795887,0.2447,0.689,0.611
2797,0.2049884126325918,0.2449,0.688,0.611
8916,0.2053738461048412,0.2451,0.687,0.611
6161,0.2055396232876074,0.2452,0.687,0.61
5277,0.2058295828891478,0.2453,0.686,0.61
1477,0.2061697185799311,0.2458,0.686,0.609
29,0.2063580991363711,0.246,0.685,0.609
6314,0.2067598140313787,0.2464,0.685,0.608
6745,0.206934782568148,0.2465,0.684,0.608
2423,0.2071907989603365,0.2469,0.684,0.607
2320,0.2076213706079621,0.247,0.683,0.607
3133,0.2077324849691791,0.2473,0.682,0.607
3428,0.2081037621305648,0.2475,0.682,0.606
3130,0.2085784884185238,0.2477,0.681,0.606
9232,0.2087555135059449,0.2479,0.68,0.606
1523,0.2090642375792584,0.2481,0.68,0.605
1624,0.2092101863621906,0.2482,0.679,0.605
5492,0.209339090103084,0.2486,0.679,0.604
9729,0.2096849598841037,0.2491,0.678,0.604
2847,0.2097747709285264,0.2492,0.678,0.603
2331,0.2101513559201852,0.2496,0.677,0.603
6026,0.2102595325472468,0.2498,0.677,0.602
9406,0.2105459640247973,0.2504,0.677,0.601
8414,0.2106732394665817,0.2507,0.676,0.601
7818,0.2108889243173259,0.2509,0.676,0.6
7364,0.2111103536621812,0.2512,0.675,0.6
3976,0.2113208011156309,0.2515,0.675,0.599
6454,0.2117410867662773,0.2517,0.674,0.599
1760,0.2122100831424442,0.252,0.673,0.599
9038,0.2123656470221393,0.2521,0.673,0.598
8998,0.212637768904345,0.2523,0.672,0.598
612,0.2129151175599463,0.2527,0.672,0.597
9032,0.2130748815602223,0.2529,0.671,0.597
4813,0.213416272280242,0.2533,0.671,0.596
2844,0.2135863850976933,0.2534,0.67,0.596
7906,0.2138157903907732,0.2539,0.67,0.595
3234,0.2141657998064117,0.2541,0.669,0.595
6264,0.2143439543489104,0.2544,0.669,0.594
9203,0.2146223474785908,0.2547,0.668,0.594
2107,0.2147450159662796,0.255,0.668,0.593
8154,0.2153362391331785,0.2554,0.667,0.593
9387,0.2155297414006433,0.2556,0.666,0.592
9425,0.2162414267181128,0.2562,0.665,0.591
9564,0.2165731272967646,0.2565,0.664,0.591
5195,0.2169447200307144,0.2568,0.664,0.59
2274,0.2170245616566931,0.2571,0.663,0.59
